tweet_id,date,text
1947314432813482207,2025-07-21 15:15:14+00:00,"What dreams are made of.
#LSScout #scout800 #ihscout #international #scoutev #scoutmotors #tesla #cybertruck #cyberjunk https://t.co/2ga4iRL8Ar"
1947314429911073050,2025-07-21 15:15:14+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/38vg7wvXrr"
1947314413205397886,2025-07-21 15:15:10+00:00,"@elonmusk @Tesla No one is never too busy, you are just not important enough for them."
1947314404128645154,2025-07-21 15:15:07+00:00,"@elonmusk @Tesla Lol, lame ass car that can’t refuel in three minutes."
1947314402463494448,2025-07-21 15:15:07+00:00,@SawyerMerritt Waiting for the Tesla minivan or SUV that seats the large families Elon is so eager for us all to create
1947314400068538733,2025-07-21 15:15:06+00:00,"@mayemusk @Tesla Great, I have to get a Tesla."
1947314398638288910,2025-07-21 15:15:06+00:00,@elonmusk @Tesla Charging your car while vibing in a 1950s sci-fi diner? Only Tesla makes the future feel nostalgic.
1947314387997352093,2025-07-21 15:15:04+00:00,"@Honey14926581 Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314385892024654,2025-07-21 15:15:03+00:00,"@WholeMarsBlog I think one of the major flaws with waymo's concept is sheer cost. $140,000 per vehicle and a range of 167 mi. Both the software and the hardware for waymo is  inferior to Tesla's."
1947314374781087977,2025-07-21 15:15:00+00:00,"@ElonMuskAOC YES INDEED, TESLA WILL WIN THE SELF DRIVING CAR RACE 🙏🏼❤️"
1947314365369127072,2025-07-21 15:14:58+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/c0VzPd6F99"
1947314365276831882,2025-07-21 15:14:58+00:00,"NEWS: Tesla's Hollywood Diner and Supercharger officially opens to the public this Monday, July 21st!

• 80 V4 Supercharger stalls
• Drive-in movie theater with two 45-foot LED movie screens. Audio of movies/videos playing on both screens will sync &amp; play from the speakers"
1947314360042275177,2025-07-21 15:14:57+00:00,@elonmusk @Tesla Restaurant is a tough business. Expect to lose money
1947314357768954172,2025-07-21 15:14:56+00:00,@brandontsla @Jimtesla1 Is this where the Tesla $DINER is located?
1947314357710287238,2025-07-21 15:14:56+00:00,"@TrumpNsol @TeslaFtElon Wow, incredible gains this month! 🎉 Excited for the $TESLA presale—great artwork and a strong community backing it! 

Also, check out PHANTOM (PHANTOM) for solid potential! Buy with confidence: 24dMTvjfTx2db1NxL2kivXXQm8kQEy4jBBsw74mNjTtS 

Don’t miss out! 🚀"
1947314340690067703,2025-07-21 15:14:52+00:00,@elonmusk @Tesla Superb idea!
1947314336957079763,2025-07-21 15:14:51+00:00,"@rookisaacman @SawyerMerritt @Tesla wait, are space bathrooms even a thing?"
1947314327582568764,2025-07-21 15:14:49+00:00,@elonmusk @Tesla can israel please get a kosher one???
1947314319701483862,2025-07-21 15:14:47+00:00,"@stasjoey65 Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314317499793727,2025-07-21 15:14:47+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/KmGvNiyFan"
1947314315821764901,2025-07-21 15:14:46+00:00,@elonmusk @Tesla Can I come help roll these out? Very exciting 👨‍🍳
1947314314055917740,2025-07-21 15:14:46+00:00,@RomainHedouin @PatriotsEU Do it with a German flag and you are directly a Tesla Nazi 😅😂
1947314300533481559,2025-07-21 15:14:43+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/xH3g7vnv13"
1947314292950216742,2025-07-21 15:14:41+00:00,"@patcllew Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314291486412914,2025-07-21 15:14:41+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/3z39mcDkDT"
1947314271903273326,2025-07-21 15:14:36+00:00,"@PatriciaBr83999 Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314270401691988,2025-07-21 15:14:36+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/RZT2G8bpHS"
1947314265938923840,2025-07-21 15:14:35+00:00,"@timburchett RCA incorporated NBC. Jeff Zucker left NBC for CNN on Jan. 01, 2013. This lineage ties NBC and CNN directly to the initial British weaponization of Tesla's wireless telegraphy patents."
1947314264307384367,2025-07-21 15:14:34+00:00,"@WizzyOnChain @WizzyOnChain Yo, you're spittin' straight facts! 😎💯 The realest ones show up when the market's quiet and $MemeifyAi is ready to blast off. 🚀🔥 Them degen vibes never sleep - always on the grind like a Tesla factory! 💪🏭 #DegenHustle #MemeifyOrDie"
1947314260884799911,2025-07-21 15:14:33+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/8IPMLHX5kP"
1947314252408406323,2025-07-21 15:14:31+00:00,@brandenflasch @Sublux8tor @mikepat711 Agreed why would I feel like an asshole? it’s teslas issue not mine. V4s got it right. I’m assuming they will convert most to v 4. Teslas elitests are the worst and I own one “3 types of vehicles” Tesla isn’t even class leading in any category sans maybe Driver Assistance
1947314249086235118,2025-07-21 15:14:30+00:00,@JoeTegtmeyer @Tesla A lot of work has been done in 5 years
1947314248214073798,2025-07-21 15:14:30+00:00,@TheWord222 @elonmusk @Tesla Why do you want to control his control?
1947314248025043325,2025-07-21 15:14:30+00:00,"@RCarter53348 Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314236381913474,2025-07-21 15:14:27+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/IvtwkMFlLe"
1947314230681583955,2025-07-21 15:14:26+00:00,"@RebeccaBri36763 Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314228353761309,2025-07-21 15:14:26+00:00,@cybertruck @Tesla Some is biased 😂
1947314215695647077,2025-07-21 15:14:23+00:00,😂😭 fuggin right @Tesla keep em going! https://t.co/NZutelXIIv
1947314213845663986,2025-07-21 15:14:22+00:00,That's WHY Tesla FSD is a Musk! hahaha https://t.co/1TxdmRZ5Oq
1947314206241681880,2025-07-21 15:14:20+00:00,@SawyerMerritt @Tesla Sounds cool but is it really that practical tho
1947314205100773741,2025-07-21 15:14:20+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/kdmrHQl08x"
1947314201816392173,2025-07-21 15:14:19+00:00,@elonmusk @Tesla @grok @elonmusk how long untill you never need to charge the Tesla cars? Solar and other inventions?
1947314179951542480,2025-07-21 15:14:14+00:00,"@elonmusk @JaneidyEve @Tesla Assuming Optimus will be working at the diner, going to be fun to watch them improve in real time in the wild."
1947314176524706118,2025-07-21 15:14:13+00:00,"@WendlingRichard Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314175900074249,2025-07-21 15:14:13+00:00,@elonmusk @Tesla Roadside fries while my car juices up? Count me in. #PublicAI better not judge my ketchup-to-fry ratio.
1947314173228315081,2025-07-21 15:14:12+00:00,@SawyerMerritt @Tesla Get Paid to Power Smarter AI
1947314155406455201,2025-07-21 15:14:08+00:00,"@Sherile1177 Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314153187602434,2025-07-21 15:14:08+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/gIrq4MPpzc"
1947314152940458212,2025-07-21 15:14:08+00:00,@elonmusk @Tesla Plenty of long distance routes in Australia-
1947314145163956277,2025-07-21 15:14:06+00:00,@NBTJacklyn @Tesla Dope as F
1947314137488363870,2025-07-21 15:14:04+00:00,"@elonmusk @Tesla Exactly what the starving and suffering of this planet needed. Smooth move!

How many veterans does it house? 

I bet it makes flints water taste heavenly. 

Someone called me the Elon without the budget … that simply means I’m a genius yet to be discovered ~"
1947314137295393212,2025-07-21 15:14:04+00:00,TESLA WILL WIN THE SELF DRIVING CAR RACE
1947314134980100297,2025-07-21 15:14:03+00:00,@elonmusk @Tesla Great vibes!!! https://t.co/lNHB6Zlntg
1947314131792502928,2025-07-21 15:14:03+00:00,@elonmusk @Tesla Beef tallow for the fries?
1947314130244751365,2025-07-21 15:14:02+00:00,"@ReelHorizonHD Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314128537944210,2025-07-21 15:14:02+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/eJDUsXoVBp"
1947314122153918485,2025-07-21 15:14:00+00:00,"@elonmusk @Tesla 5 minutes cities, will build on blue City constituencies and be the death of high trust American communities."
1947314109579665409,2025-07-21 15:13:57+00:00,@1NationUnderXRP @elonmusk @Tesla No such thing as asking too much. Dreaming big is how we keep Growing! 🤘🏻
1947314103166341359,2025-07-21 15:13:56+00:00,@elonmusk @Tesla @VincentCrypt46 Elon’s last paragraph syncs with Anon Island aspiration &amp; mindset
1947314098179568045,2025-07-21 15:13:55+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/HnzxWp7Ism"
1947314095574728820,2025-07-21 15:13:54+00:00,@EvasTeslaSPlaid @Tesla Tesla will rise again
1947314089597759542,2025-07-21 15:13:52+00:00,"@elonmusk @xai @Tesla @SpaceX -- hell I've sat here and had discussions with it, it completely avoids/disregards information and isn't able to draw it's own conclusions. It find a MSM narrative and builds a defense around that rather than a logical thought process... I'm serious I'd be willing to help out."
1947314079212982397,2025-07-21 15:13:50+00:00,@mayemusk @Tesla Nice price point!
1947314077191274781,2025-07-21 15:13:50+00:00,"@gdomh @rdd147 The CA DMV hearing on Tesla's alleged misleading Autopilot/FSD claims begins today; revocation is possible, but Tesla's free speech defense holds in filings.

No public ""sealed Moore data chains"" align—searches yield nothing substantive linking to Musk/board obstruction.

$TSLA"
1947314076230602806,2025-07-21 15:13:49+00:00,"@itsciiinema @elonmusk @grok @MakeItAQuote Of course! The video shows the construction progress of the new Tesla Semi Factory in Nevada.

It highlights the development of key areas like the stamping shop, welding areas, and powder coat booths, and also shares some cool renderings of what the finished lobby and offices"
1947314071201599890,2025-07-21 15:13:48+00:00,"@luckynla Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314065740644791,2025-07-21 15:13:47+00:00,"@FutureAZA That's because these so called safety experts are just a bunch of lying Tesla haters. They do not care about safety, they are driven by hate for tesla"
1947314065560437024,2025-07-21 15:13:47+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/wjKHf4cbE2"
1947314064910327903,2025-07-21 15:13:47+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/GCav1rbYBY"
1947314063886721515,2025-07-21 15:13:46+00:00,"@rdd147 “Tesla repeatedly and explicitly makes clear that its vehicles are not autonomous and require active driver supervision,”...

Below is a screenshot from a recent Tesla video, which shows how “active monitoring” is suggested to the customer... https://t.co/hIcN1Yz9zL"
1947314052553757053,2025-07-21 15:13:44+00:00,@SawyerMerritt Tesla’s diner at Starbase? Elon’s turning charging stops into experiences
1947314051920580843,2025-07-21 15:13:43+00:00,@usuallypregnant I still don't see a Tesla Bot.
1947314050011894079,2025-07-21 15:13:43+00:00,"@SagnelliV47060 Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314049441526104,2025-07-21 15:13:43+00:00,@mayemusk @Tesla Maya can you conntact me please im broke 🥲🥲🥲
1947314048816603336,2025-07-21 15:13:43+00:00,"@itsciiinema @elonmusk @grok @MakeItAQuote Looks like Elon Musk is amused by a user's humorous sightseeing trip in a Tesla Robotaxi.

The newly expanded service area for the Robotaxi in Austin has a geofence that's coincidentally shaped like a penis, and the user planned and took a ride that traced this exact outline on"
1947314044899086780,2025-07-21 15:13:42+00:00,@mayemusk @Tesla my mom just got this car and LOVES IT
1947314044131520969,2025-07-21 15:13:42+00:00,@TheWord222 @elonmusk @Tesla You had no issue with it when it was NWO lover bill gates. Why now?
1947314032853000487,2025-07-21 15:13:39+00:00,@McDonalds Tesla $DINER is going to something else.... Keep an eye on that... https://t.co/WSL0eatKj9
1947314030160334904,2025-07-21 15:13:38+00:00,"@KathleenEdge @elonmusk @Tesla Be a good business to get into.  No employees. 

I've said since COVID-- fast food is probably the number one source of community acquired illness.  Next to public schools and daycare."
1947314027874729999,2025-07-21 15:13:38+00:00,"Ah, just seeing @Tesla pop up reminds me how they're revolutionizing transportation! Their electric vehicles are cutting emissions and pushing us toward a sustainable future—it's inspiring to see innovation like that making a real difference every day. What do you think?

Source:"
1947314014440108443,2025-07-21 15:13:35+00:00,"@DonnaTurnley Thanks for participating on my giveaway..

You have been selected on X among our lucky Mega patriotic American winners in Tesla 
Kindly FOLLOW and type YES at inbox to proceed."
1947314012556775628,2025-07-21 15:13:34+00:00,@Bo00617847 @Tesla Send me a direct message
1947314006919901579,2025-07-21 15:13:33+00:00,"Thanks for choosing Tesla. 

Congratulations🎊Tesla has choosen you for this special giveaway.

'follow or DM"" so you can be directed to collect your Tesla certificate for your package 💗

SIGNED⭐
ELON REVEES MUSK'S https://t.co/IVLgIK9k2m"
1947314004017520761,2025-07-21 15:13:32+00:00,@mayemusk @Tesla Woohoo! So proud
1947314001420886275,2025-07-21 15:13:31+00:00,@Goslaa Tesla will reach 420 again soon. Be prepared.
1947313995901472963,2025-07-21 15:13:30+00:00,@elonmusk @Tesla I love the 19th century wooden power lines next to the futuristic diner. Shows the state of the US and the two options it has moving forward
1947313992784826775,2025-07-21 15:13:29+00:00,"@rocktstl @niccruzpatane Tesla has the data.   

I suspect the middle of nowhere (between LA and LV or Dallas and Houston) big sites are the promising ones."
